mse,accuracy,precision,recall,f1,mse_cumulative,mse_cumulative_avg,accuracy_cumulative,accuracy_cumulative_avg,precision_cumulative,precision_cumulative_avg,recall_cumulative,recall_cumulative_avg,f1_cumulative,f1_cumulative_avg
0.0015890537,0.9274539947509766,0.3282003820176043,0.2843179065522594,0.3046872143614493,0.0015890537,0.0015890536596998572,0.9274539947509766,0.9274539947509766,0.3282003820176043,0.3282003820176043,0.2843179065522594,0.2843179065522594,0.3046872143614493,0.3046872143614493
0.0024678553,0.9305896759033203,0.35026540063865336,0.28254379829753845,0.31278090418098725,0.004056909,0.0020284545025788248,1.8580436706542969,0.9290218353271484,0.6784657826562577,0.33923289132812884,0.5668617048497979,0.28343085242489896,0.6174681185424366,0.3087340592712183
0.003705342,0.931920051574707,0.3596957840594364,0.27914911038706264,0.3143447149786294,0.0077622514,0.0025874170241877437,2.789963722229004,0.929987907409668,1.038161566715694,0.346053855571898,0.8460108152368606,0.2820036050789535,0.931812833521066,0.3106042778403553
0.0047702487,0.9327182769775391,0.3663716814159292,0.27896146432165947,0.3167467265824746,0.012532501,0.0031331249338109046,3.722681999206543,0.9306704998016357,1.4045332481316233,0.3511333120329058,1.12497227955852,0.28124306988963,1.2485595601035406,0.31213989002588516
0.005754668,0.9333057403564453,0.3719292684583513,0.2802238105798263,0.3196287504377943,0.018287169,0.0036574335070326926,4.655987739562988,0.9311975479125977,1.7764625165899746,0.3552925033179949,1.4051960901383462,0.28103921802766924,1.568188310541335,0.313637662108267
0.007221501,0.9335470199584961,0.3736923849984012,0.27909793418740725,0.3195414196849702,0.02550867,0.0042514447316837805,5.589534759521484,0.9315891265869141,2.1501549015883756,0.35835915026472925,1.6842940243257534,0.28071567072095893,1.8877297302263052,0.3146216217043842
0.008805883,0.9335603713989258,0.37275952633276505,0.27601030347486394,0.31717094494594567,0.034314554,0.0049020787867318305,6.52309513092041,0.93187073298863,2.522914427921141,0.36041634684587726,1.9603043278006174,0.2800434754000882,2.204900675172251,0.314985810738893
0.009837222,0.9338417053222656,0.37518865076969515,0.27565207007727605,0.3178090274363261,0.044151776,0.005518971724086441,7.456936836242676,0.9321171045303345,2.898103078690836,0.3622628848363545,2.2359563978778936,0.2794945497347367,2.522709702608577,0.3153387128260721
0.010235655,0.9337701797485352,0.3734097287184284,0.27237679329932957,0.3149899882621004,0.05438743,0.006043047657132977,8.390707015991211,0.932300779554579,3.2715128074092643,0.36350142304547384,2.5083331911772233,0.2787036879085803,2.8376996908706773,0.31529996565229745
0.011302889,0.9336986541748047,0.37193674960644724,0.27003974684839904,0.3129015042201182,0.06569032,0.006569031823892147,9.324405670166016,0.9324405670166016,3.6434495570157117,0.36434495570157116,2.7783729380256226,0.2778372938025622,3.1506011950907955,0.31506011950907953
0.0129541,0.9338178634643555,0.37285855868611073,0.26954504358506337,0.3128941870711591,0.078644425,0.007149492570368404,10.258223533630371,0.9325657757845792,4.016308115701823,0.3651189196092565,3.047917981610686,0.2770834528736987,3.4634953821619545,0.3148632165601777
0.013850156,0.9342336654663086,0.3775055679287305,0.27179679636990156,0.3160462971227945,0.09249458,0.007707881207655494,11.19245719909668,0.93270476659139,4.393813683630554,0.3661511403025461,3.319714777980588,0.2766428981650489,3.779541679284749,0.3149618066070624
0.014304563,0.9342327117919922,0.37702461648234037,0.2704150389792054,0.31494248306280176,0.10679914,0.008215318299615039,12.126689910888672,0.9328223008375901,4.770838300112894,0.3669875615471456,3.5901298169597933,0.27616383207383016,4.094484162347551,0.31496032018058084
0.01431511,0.9345502853393555,0.38060698606604315,0.2721209123010525,0.3173485323227199,0.121114254,0.008651017685354288,13.061240196228027,0.932945728302002,5.151445286178937,0.36796037758420974,3.862250729260846,0.27587505209006036,4.411832694670271,0.3151309067621622
0.013839186,0.9348468780517578,0.3839710914877833,0.27370737449037036,0.3195960481236555,0.13495344,0.008996895584277808,13.996087074279785,0.9330724716186524,5.535416377666721,0.36902775851111463,4.135958103751216,0.27573054025008104,4.731428742793927,0.3154285828529284
0.0127537325,0.9347715377807617,0.38277052954719876,0.2722573821668003,0.3181913334728909,0.14770716,0.009231697891664226,14.930858612060547,0.9331786632537842,5.9181869072139195,0.3698866817008699,4.408215485918016,0.27551346786987596,5.049620076266818,0.31560125476667605
0.011560592,0.9345932006835938,0.3801861606176492,0.2696473959843742,0.3155152797461027,0.15926775,0.009368691655040225,15.86545181274414,0.9332618713378906,6.298373067831569,0.37049253340185695,4.67786288190239,0.2751684048177876,5.365135356012921,0.3155961974125247
0.011293453,0.9346742630004883,0.3809420499469675,0.2695791610515003,0.3157284850906548,0.17056121,0.009475622850004584,16.80012607574463,0.9333403375413682,6.679315117778536,0.3710730620988075,4.947442042953891,0.2748578912752161,5.680863841103576,0.31560354672797636
0.011480868,0.9342222213745117,0.375018109817936,0.26493918561607616,0.31051132103763684,0.18204208,0.009581162061199154,17.73434829711914,0.9333867524799547,7.054333227596472,0.37128069618928794,5.212381228569967,0.2743358541352614,5.991375162141212,0.3153355348495374
0.012382631,0.9345026016235352,0.37849722155109927,0.26724211460056974,0.31328553859075503,0.1944247,0.009721235517645255,18.668850898742676,0.9334425449371337,7.432830449147572,0.3716415224573785,5.479623343170537,0.2739811671585268,6.304660700731967,0.31523303503659833
0.012571505,0.9350681304931641,0.38563591986660545,0.27222326470036334,0.3191536169276614,0.2069962,0.009856962648752545,19.60391902923584,0.9335199537731352,7.818466369014177,0.37230792233400833,5.7518466078709,0.27389745751766187,6.623814317659628,0.31541972941236324
